"source_record_id","source_system","source_batch_id","schema_version","synthetic_vin","request_id","source_updated_at","ingested_at","seller_id","submission_channel","market_region","odometer_value","odometer_unit","submitted_at"
"SRC389BC6D3647CA253","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH82359752875","REQ6B2EB5DDEE824221","2025-01-15T02:36:12Z","2025-01-15T02:51:12Z","SEL3715743EBB0459B3","mobile","mid_atlantic","21302","km","2025-01-15T02:31:12Z"
"SRCE21577D745FAD367","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH67829208871","REQC0C7A937CC1A2FC1","2025-01-15T10:02:36Z","2025-01-15T10:17:36Z","SELBBA83EDDE8AB6666","web","mountain_west","21439","mi","2025-01-15T09:57:36Z"
"SRCFD9087787433EB12","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH11069356399","REQD287DD99913C0561","2025-01-15T17:29:00Z","2025-01-15T17:44:00Z","SELC513A51344EC071C","mobile","pacific_coast","21576","km","2025-01-15T17:24:00Z"
"SRC6F7352030E85144E","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH34481160092","REQAD48B8DA2F25E569","2025-01-16T00:55:24Z","2025-01-16T01:10:24Z","SELD7BB21095CFBAA9C","web","great_lakes","21713","mi","2025-01-16T00:50:24Z"
"SRC6A3372A7CCC3BAA7","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH51734727007","REQ193118CF30693CDC","2025-01-16T08:21:48Z","2025-01-16T08:36:48Z","SELC8BE823AE7A50EBF","mobile","mid_atlantic","21850","km","2025-01-16T08:16:48Z"
"SRC11B70D69705ACB9B","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH17091329425","REQ4D94E6BB8BC8AA55","2025-01-16T15:48:12Z","2025-01-16T16:03:12Z","SEL9AE91D51869BE044","web","mountain_west","21987","mi","2025-01-16T15:43:12Z"
"SRC776DBB2C583CBC60","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH50317047651","REQ3B1379A9C1A200C0","2025-01-16T23:14:36Z","2025-01-16T23:29:36Z","SEL14E8746FD71C9750","mobile","pacific_coast","22124","km","2025-01-16T23:09:36Z"
"SRC9F3A027626C33018","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH78749072704","REQC7DAFC7F7CC92B31","2025-01-17T06:41:00Z","2025-01-17T06:56:00Z","SEL0DFC3614DCFD3A04","web","great_lakes","22261","mi","2025-01-17T06:36:00Z"
"SRCC119480B5C6EB2EB","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH86333632777","REQB2168D8123F38CDD","2025-01-17T14:07:24Z","2025-01-17T14:22:24Z","SEL27A5938C70B43232","mobile","mid_atlantic","22398","km","2025-01-17T14:02:24Z"
"SRC5B7B58D99BA6D23C","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH91253281098","REQDF7B8D0B7D9B2D72","2025-01-17T21:33:48Z","2025-01-17T21:48:48Z","SELF26BCA3918A1EA82","web","mountain_west","22535","mi","2025-01-17T21:28:48Z"
"SRC57B21DE884B6FA74","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH01479204968","REQFCFEB3D3049E3D96","2025-01-18T05:00:12Z","2025-01-18T05:15:12Z","SEL5998BE31F8E49D7F","mobile","pacific_coast","22672","km","2025-01-18T04:55:12Z"
"SRC682E095D2E74BF0D","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH89666966124","REQ1B16C421E605BCBF","2025-01-18T12:26:36Z","2025-01-18T12:41:36Z","SEL304F85141D91ACF4","web","great_lakes","22809","mi","2025-01-18T12:21:36Z"
"SRC0AF6E031FC9E4893","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH42493315932","REQ6CCBADD7528AC277","2025-01-18T19:53:00Z","2025-01-18T20:08:00Z","SEL2895EAEC7E99478D","mobile","mid_atlantic","22946","km","2025-01-18T19:48:00Z"
"SRCFABF7BA2319E47F2","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH81281311611","REQ8AA79E0465710DC3","2025-01-19T03:19:24Z","2025-01-19T03:34:24Z","SEL897BC1F70F85F618","web","mountain_west","23083","mi","2025-01-19T03:14:24Z"
"SRCEC8A83361B485E35","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH27728809309","REQA85071CA309305A2","2025-01-19T10:45:48Z","2025-01-19T11:00:48Z","SEL938DCDAEA1F0720E","mobile","pacific_coast","23220","km","2025-01-19T10:40:48Z"
"SRC4F151E5E38E10159","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH39558397957","REQ350F571C5F5FF154","2025-01-19T18:12:12Z","2025-01-19T18:27:12Z","SELD63448D24271ED5D","web","great_lakes","23357","mi","2025-01-19T18:07:12Z"
"SRC74C0FE1BCC44B883","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH08847833390","REQ90D590476A9AD482","2025-01-20T01:38:36Z","2025-01-20T01:53:36Z","SELAD67DF96D9828DD9","mobile","mid_atlantic","23494","km","2025-01-20T01:33:36Z"
"SRC78BC5AB7BBFFA66D","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH25319372632","REQ46D5AB4D2BA6549F","2025-01-20T09:05:00Z","2025-01-20T09:20:00Z","SELC83806E3A2DD027F","web","mountain_west","23631","mi","2025-01-20T09:00:00Z"
"SRCA9AE5CE1C11A56C0","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH38594909431","REQB97C72D3CCD38BDA","2025-01-20T16:31:24Z","2025-01-20T16:46:24Z","SEL979AB850496AB2EB","mobile","pacific_coast","23768","km","2025-01-20T16:26:24Z"
"SRC9414F0FB9FE313A3","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH36889788208","REQ2283E568020E8A8A","2025-01-20T23:57:48Z","2025-01-21T00:12:48Z","SEL195772A31A7784D3","web","great_lakes","23905","mi","2025-01-20T23:52:48Z"
"SRCE3E3186233CB7CCD","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH21340172219","REQ93203211FC389F98","2025-01-21T07:24:12Z","2025-01-21T07:39:12Z","SELEBF7DFBCC3D46BB5","mobile","mid_atlantic","24042","km","2025-01-21T07:19:12Z"
"SRCB40957D3A471359D","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH69992030940","REQC5EDE37929764974","2025-01-21T14:50:36Z","2025-01-21T15:05:36Z","SELF6FE7032262778FA","web","mountain_west","24179","mi","2025-01-21T14:45:36Z"
"SRC168E06DB87C228E0","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH99104573063","REQE919C8379DAD793B","2025-01-21T22:17:00Z","2025-01-21T22:32:00Z","SELC3CB1FB5D4A8126C","mobile","pacific_coast","24316","km","2025-01-21T22:12:00Z"
"SRCBFBFE19A10587E93","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH88364658526","REQCA104083DA13FBC1","2025-01-22T05:43:24Z","2025-01-22T05:58:24Z","SELAE1747038A98B880","web","great_lakes","24453","mi","2025-01-22T05:38:24Z"
"SRCD86FF942A1C2E918","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH47509914177","REQF84B928514322950","2025-01-22T13:09:48Z","2025-01-22T13:24:48Z","SEL884CF502E9D04584","mobile","mid_atlantic","24590","km","2025-01-22T13:04:48Z"
"SRCE4F36FE50FDC05CB","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH66406165318","REQEA5A716491E13702","2025-01-22T20:36:12Z","2025-01-22T20:51:12Z","SELD2D172AE8C9B0CDB","web","mountain_west","24727","mi","2025-01-22T20:31:12Z"
"SRC69238F593F117BA0","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH92637510789","REQ16F699FC73C155B0","2025-01-23T04:02:36Z","2025-01-23T04:17:36Z","SEL5978AF8CE3EA92EA","mobile","pacific_coast","24864","km","2025-01-23T03:57:36Z"
"SRCA4D5585A9F0E35BC","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH70465673149","REQ92022F8B019681A3","2025-01-23T11:29:00Z","2025-01-23T11:44:00Z","SELA649E27598EB1F3B","web","great_lakes","25001","mi","2025-01-23T11:24:00Z"
"SRC03C0D3CCD3E85772","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH27755345075","REQB3581E5E5D75327F","2025-01-23T18:55:24Z","2025-01-23T19:10:24Z","SEL73837738FD262100","mobile","mid_atlantic","25138","km","2025-01-23T18:50:24Z"
"SRCBB0F5E8EDDED6958","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH06170563107","REQ4A4D483305C412B7","2025-01-24T02:21:48Z","2025-01-24T02:36:48Z","SEL64745263A9D595A8","web","mountain_west","25275","mi","2025-01-24T02:16:48Z"
"SRCF1314E447A25B80C","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH46126343878","REQ3C3E176D0E388B1B","2025-01-24T09:48:12Z","2025-01-24T10:03:12Z","SELBC3B5B546BE1DE60","mobile","pacific_coast","25412","km","2025-01-24T09:43:12Z"
"SRCB039E355813F8958","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH03915789454","REQF9EDBA93F63E66C7","2025-01-24T17:14:36Z","2025-01-24T17:29:36Z","SEL1020AB2414BA1B44","web","great_lakes","25549","mi","2025-01-24T17:09:36Z"
"SRC5F22428527D8DB05","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH81794955756","REQE7889FC86951AE77","2025-01-25T00:41:00Z","2025-01-25T00:56:00Z","SEL8275D881F5258069","mobile","mid_atlantic","25686","km","2025-01-25T00:36:00Z"
"SRCD4685E7961BB1C9A","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH02534633997","REQ1407BAA15EB537B9","2025-01-25T08:07:24Z","2025-01-25T08:22:24Z","SEL3067B0FFDDE42E1A","web","mountain_west","25823","mi","2025-01-25T08:02:24Z"
"SRC284D489FF352E1DE","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH95975224941","REQ9844B3C94673E28B","2025-01-25T15:33:48Z","2025-01-25T15:48:48Z","SEL781E74D4EA8090C8","mobile","pacific_coast","25960","km","2025-01-25T15:28:48Z"
"SRCE4745BC062E8828B","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH89745516709","REQD606C7D8EF0AB251","2025-01-25T23:00:12Z","2025-01-25T23:15:12Z","SEL43891272A920859F","web","great_lakes","26097","mi","2025-01-25T22:55:12Z"
"SRC616DEEE326ECF46C","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH32347461329","REQ37A06614A3D899D9","2025-01-26T06:26:36Z","2025-01-26T06:41:36Z","SELE56854CAE1333F7D","mobile","mid_atlantic","26234","km","2025-01-26T06:21:36Z"
"SRC2541183DE4EA19E4","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH28473011269","REQ3DAA2DC4389CD9AF","2025-01-26T13:53:00Z","2025-01-26T14:08:00Z","SELE5F230BD19BFB6A9","web","mountain_west","26371","mi","2025-01-26T13:48:00Z"
"SRC894E398F6AF15648","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH76041749913","REQ9CFCCB501C4514B7","2025-01-26T21:19:24Z","2025-01-26T21:34:24Z","SEL45203C65D074F465","mobile","pacific_coast","26508","km","2025-01-26T21:14:24Z"
"SRCEA9EAD55D438FD06","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH24194247042","REQ214112717C32EFB0","2025-01-27T04:45:48Z","2025-01-27T05:00:48Z","SELCC20FD2A66E243B6","web","great_lakes","26645","mi","2025-01-27T04:40:48Z"
"SRCDDF873E7E7707DFF","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH41658508195","REQ87EEFCCA1B15652E","2025-01-27T12:12:12Z","2025-01-27T12:27:12Z","SEL63FB0F707216648A","mobile","mid_atlantic","26782","km","2025-01-27T12:07:12Z"
"SRC952A6AC52188CEEF","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH75218829670","REQF3A3B432DF416D61","2025-01-27T19:38:36Z","2025-01-27T19:53:36Z","SELFE29F91241C84531","web","mountain_west","26919","mi","2025-01-27T19:33:36Z"
"SRC27BF3A7AD402ECFA","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH38383231097","REQF0ECB4DC35EDF5DE","2025-01-28T03:05:00Z","2025-01-28T03:20:00Z","SELC4CD431C485DB221","mobile","pacific_coast","27056","km","2025-01-28T03:00:00Z"
"SRC91E6E8B727B68E9B","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH37744756980","REQ17794CCCB784FD68","2025-01-28T10:31:24Z","2025-01-28T10:46:24Z","SEL6DF7118FFD09D62B","web","great_lakes","27193","mi","2025-01-28T10:26:24Z"
"SRCAFC8473997DA3D07","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH76719286292","REQA3A54E1B99A56A61","2025-01-28T17:57:48Z","2025-01-28T18:12:48Z","SEL1FA44EDAD42161DD","mobile","mid_atlantic","27330","km","2025-01-28T17:52:48Z"
"SRC37A556AB98BFCF44","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH69747631388","REQ74A0D6619CB3B57C","2025-01-29T01:24:12Z","2025-01-29T01:39:12Z","SEL2C162E8AF6EDBBCB","web","mountain_west","27467","mi","2025-01-29T01:19:12Z"
"SRCB28F5E078C27BF58","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH90632904362","REQ1F8B9484D176DE73","2025-01-29T08:50:36Z","2025-01-29T09:05:36Z","SEL8B2D562E36BA2A9D","mobile","pacific_coast","27604","km","2025-01-29T08:45:36Z"
"SRC42909B89FDFDA1C1","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH60115799309","REQ8824889F48E63FCA","2025-01-29T16:17:00Z","2025-01-29T16:32:00Z","SELB78BB2782A102ED4","web","great_lakes","27741","mi","2025-01-29T16:12:00Z"
"SRC0C1AFDDD91B3691D","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH04980600380","REQDC8EA9B20E4FB7A0","2025-01-29T23:43:24Z","2025-01-29T23:58:24Z","SEL7C10ACC2606C6E7C","mobile","mid_atlantic","27878","km","2025-01-29T23:38:24Z"
"SRC70A57EC820E81182","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH16227199362","REQ2C7FADD3D245AA84","2025-01-30T07:09:48Z","2025-01-30T07:24:48Z","SEL642BDD5BA1609477","web","mountain_west","28015","mi","2025-01-30T07:04:48Z"
"SRC8BB22EF59700B060","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH30973758504","REQ9E58FBCCE786A65F","2025-01-30T14:36:12Z","2025-01-30T14:51:12Z","SEL20C0FB3D0061C21B","mobile","pacific_coast","28152","km","2025-01-30T14:31:12Z"
"SRC97CF18686800B6D6","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH94842057923","REQC50258E4C39C1D61","2025-01-30T22:02:36Z","2025-01-30T22:17:36Z","SEL2A8A6E4A864B4405","web","great_lakes","28289","mi","2025-01-30T21:57:36Z"
"SRC8AB394564376D596","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH70486514897","REQ738F76E19FA3EFB7","2025-01-31T05:29:00Z","2025-01-31T05:44:00Z","SEL09D0939F24069337","mobile","mid_atlantic","28426","km","2025-01-31T05:24:00Z"
