"source_record_id","source_system","source_batch_id","schema_version","synthetic_vin","request_id","source_updated_at","ingested_at","source_event_id","offer_id","auction_id","event_sequence","event_type","event_at","scheduled_close_at","bid_id","dealer_id","transaction_id","event_amount","event_amount_unit","currency_code","amount_role","auction_result_code"
"SRCE02D1BFF854F5515","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH45280038510","REQ5196EA366673473C","2025-01-13T21:31:36Z","2025-01-13T21:51:36Z","MEV45F5B536D034370D","OFFA541BAB4508B65F3","AUC7D6E75DB40740842","1","listing_created","2025-01-13T21:29:36Z","2025-01-20T21:29:36Z","","","","21133.05","usd","USD","reserve",""
"SRC61451F48DB832D0F","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH07647262397","REQEF2BC4ACBCC41B0E","2025-01-14T03:58:00Z","2025-01-14T04:18:00Z","MEV039171769F9CCCDA","OFF8F0E9DAB8ABDE324","AUC88A84602F77FC471","1","listing_created","2025-01-14T03:56:00Z","2025-01-21T03:56:00Z","","","","21778.80","usd","USD","reserve",""
"SRC53004F49CFD71D72","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH02490575522","REQ4BFCB9A4F4BA0D4D","2025-01-14T05:13:12Z","2025-01-14T05:33:12Z","MEV582E77D36A8BCCB2","OFFEFF899E2B1D230AA","AUC88A18521AF50619A","2","bid_submitted","2025-01-14T05:11:12Z","","BID8E974F58C3E55913","DLRCA89BA6A78CE","","17103.87","usd","USD","bid",""
"SRC20CA56992F40B96E","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH12589491952","REQEDD522327BD0CA15","2025-01-14T09:46:00Z","2025-01-14T10:06:00Z","MEV586E3D3FC4A46D5F","OFFF78DB78E40043E97","AUC1E477555F19FA16B","2","bid_submitted","2025-01-14T09:44:00Z","","BID90F85CF13269E066","DLRD18E1D7BB5F5","","16634.44","usd","USD","bid",""
"SRC6E5DBBD493A4F9BD","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH37880579815","REQ1BBE1D3751C5D35F","2025-01-14T10:39:36Z","2025-01-14T10:59:36Z","MEV2F42453043EE5937","OFF15D5437B058117EA","AUC89EE8E1CDAF67DE2","2","bid_submitted","2025-01-14T10:37:36Z","","BIDFE5A8E0A6C7952CC","DLRCDD9A76AB773","","15706.91","usd","USD","bid",""
"SRCDADC7A34BBB3B061","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH08957259698","REQ4400AE2C6817320D","2025-01-14T12:24:24Z","2025-01-14T12:44:24Z","MEV2591132513ED2D4E","OFF719AD6DE0875EC71","AUC461D3459176FB69B","1","listing_created","2025-01-14T12:22:24Z","2025-01-21T12:22:24Z","","","","11941.35","usd","USD","reserve",""
"SRCDEC64267261829DA","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH39957616274","REQ035C8F165068E256","2025-01-14T16:12:24Z","2025-01-14T16:32:24Z","MEV3D06953274E8B433","OFF79F78755391C9976","AUC8E20B987A13DDA34","2","bid_submitted","2025-01-14T16:10:24Z","","BIDD8DAFF1D7A4733DB","DLR158330F87BEB","","17585.27","usd","USD","bid",""
"SRCF35E0267AFDFEE22","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH25377858974","REQE603CE7E7022905B","2025-01-14T18:50:48Z","2025-01-14T19:10:48Z","MEVF38FEA0331ECD1FB","OFF06CE90122BBB3C1C","AUC5D85BF4008D06F87","1","listing_created","2025-01-14T18:48:48Z","2025-01-21T18:48:48Z","","","","13118.30","usd","USD","reserve",""
"SRC313C7AA0C6C84B54","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH54672236367","REQ9D2369CF46D04002","2025-01-15T00:38:48Z","2025-01-15T00:58:48Z","MEV6A1F98CC6217936D","OFF53786A74798DC77D","AUC439C7FEBCA7A6EAE","2","bid_submitted","2025-01-15T00:36:48Z","","BID6EA4604287086CAB","DLR6BD3137AE09F","","20711.37","usd","USD","bid",""
"SRCDFDF633A95B0E700","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH67818072246","REQEA1D072F030812A9","2025-01-15T03:17:12Z","2025-01-15T03:37:12Z","MEVEB02CD7C36FCDE37","OFF6259965F7067BD0B","AUC1DFCDE45B33496CB","1","listing_created","2025-01-15T03:15:12Z","2025-01-22T03:15:12Z","","","","17749.65","usd","USD","reserve",""
"SRC80540D64EDA1D213","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH00949076713","REQ11ADC8E72C0922F1","2025-01-15T07:05:12Z","2025-01-15T07:25:12Z","MEV8CAEF15871CD6D16","OFF850CCD0074F06D0F","AUCCB2B99C9B28109C3","2","bid_submitted","2025-01-15T07:03:12Z","","BID563AE4DBEFBA3AEE","DLR16182AD6193C","","23079.29","usd","USD","bid",""
"SRCE3948F290E31A645","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH11435056309","REQ18AB6D4414F1BEFD","2025-01-15T08:20:24Z","2025-01-15T08:40:24Z","MEV426A1A0FE40E0543","OFFE4E1A2D36F24C019","AUCD6E578BF2414D9BB","3","bid_submitted","2025-01-15T08:18:24Z","","BID3EAA94D905719FDE","DLRD0779F9ACB7C","","23638.99","usd","USD","bid",""
"SRCF620AEBF7157C3C6","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH26061679096","REQ28D5923A6D8E3BFF","2025-01-15T09:43:36Z","2025-01-15T10:03:36Z","MEV7A56BE90733CAA64","OFFE0C3D879835677AF","AUC55696473B9880E93","1","listing_created","2025-01-15T09:41:36Z","2025-01-22T09:41:36Z","","","","20135.80","usd","USD","reserve",""
"SRCB36D3846E2A6EF34","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH80938051535","REQE2D78AFB99541FAF","2025-01-15T13:46:48Z","2025-01-15T14:06:48Z","MEV5F712C00DA915081","OFF79F57BC981C0A193","AUCB2D959C18C9A91F9","3","bid_submitted","2025-01-15T13:44:48Z","","BID288A54F45B93BF88","DLR6B0553A0450E","","24786.34","usd","USD","bid",""
"SRC8174E98E2E59C3C7","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH45280038510","REQ5196EA366673473C","2025-01-15T15:31:36Z","2025-01-15T15:51:36Z","MEVBF6E3608870BBA99","OFFA541BAB4508B65F3","AUC7D6E75DB40740842","2","bid_submitted","2025-01-15T15:29:36Z","","BIDFC1057AFD38B0E39","DLRD1259465E994","","21632.55","usd","USD","bid",""
"SRCCA5A00C40D07851F","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH65719307648","REQ589A5AD677F033A6","2025-01-15T18:10:00Z","2025-01-15T18:30:00Z","MEVC83703E8C80B07CB","OFF03248BB300D28801","AUC8D337ED73B07DB35","1","listing_created","2025-01-15T18:08:00Z","2025-01-22T18:08:00Z","","","","17859.95","usd","USD","reserve",""
"SRCD55A2C4548C890C2","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH07647262397","REQEF2BC4ACBCC41B0E","2025-01-15T21:58:00Z","2025-01-15T22:18:00Z","MEVCA5A00D2EA7F314A","OFF8F0E9DAB8ABDE324","AUC88A84602F77FC471","2","bid_submitted","2025-01-15T21:56:00Z","","BIDAAC5FFB430C4BAA1","DLRA681CC781599","","22403.40","usd","USD","bid",""
"SRCDBE8A28A764E7C76","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH02490575522","REQ4BFCB9A4F4BA0D4D","2025-01-15T23:13:12Z","2025-01-15T23:33:12Z","MEVDC323EA98F7D6FFC","OFFEFF899E2B1D230AA","AUC88A18521AF50619A","3","bid_submitted","2025-01-15T23:11:12Z","","BID38F25C28480C5E8D","DLRFD07B86AD01C","","17218.25","usd","USD","bid",""
"SRC4CF47C22A71E9059","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH67387899765","REQ46254D0A0441F25D","2025-01-16T00:36:24Z","2025-01-16T00:56:24Z","MEV3BECC333F71BB9CB","OFFA05328B1AFB5F740","AUC52409315FACDB267","1","listing_created","2025-01-16T00:34:24Z","2025-01-23T00:34:24Z","","","","24745.30","usd","USD","reserve",""
"SRCCE439BCBA36E962D","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH12589491952","REQEDD522327BD0CA15","2025-01-16T03:46:00Z","2025-01-16T04:06:00Z","MEV9DCE885EB84EBF91","OFFF78DB78E40043E97","AUC1E477555F19FA16B","3","bid_submitted","2025-01-16T03:44:00Z","","BID581C328701D97B40","DLR90FCDBA3BE85","","16797.28","usd","USD","bid",""
"SRC17C67CFD2B138812","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH37880579815","REQ1BBE1D3751C5D35F","2025-01-16T04:39:36Z","2025-01-16T04:59:36Z","MEV9C91951AB9E1037B","OFF15D5437B058117EA","AUC89EE8E1CDAF67DE2","3","bid_submitted","2025-01-16T04:37:36Z","","BIDD990C61D588EFF14","DLR4A4EDA799EC7","","15808.22","usd","USD","bid",""
"SRC2A54A8EB88E20373","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH08957259698","REQ4400AE2C6817320D","2025-01-16T06:24:24Z","2025-01-16T06:44:24Z","MEV9F62ECF0ADA07F63","OFF719AD6DE0875EC71","AUC461D3459176FB69B","2","bid_submitted","2025-01-16T06:22:24Z","","BID1C7D28BE3442172A","DLR04A1A030E1B0","","13582.75","usd","USD","bid",""
"SRC963D5680841AC6FE","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH22344887415","REQ06CA9CFF13BE3D52","2025-01-16T09:02:48Z","2025-01-16T09:22:48Z","MEVD5A2AE9ED4A2DD88","OFFFE9818A76F9F1F95","AUCC2F30180B28E71ED","1","listing_created","2025-01-16T09:00:48Z","2025-01-23T09:00:48Z","","","","19378.25","usd","USD","reserve",""
"SRC2092F78E1BF3DE9F","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH39957616274","REQ035C8F165068E256","2025-01-16T10:12:24Z","2025-01-16T10:32:24Z","MEVEC73C16AE92A51A1","OFF79F78755391C9976","AUC8E20B987A13DDA34","3","bid_submitted","2025-01-16T10:10:24Z","","BID4B54A0E9F2C74200","DLR1F325E31367C","","17709.97","usd","USD","bid",""
"SRCF99AF338F6F6F448","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH25377858974","REQE603CE7E7022905B","2025-01-16T12:50:48Z","2025-01-16T13:10:48Z","MEVEC9846809DF2560D","OFF06CE90122BBB3C1C","AUC5D85BF4008D06F87","2","bid_submitted","2025-01-16T12:48:48Z","","BIDC3AD781AA5B31D84","DLR53CF028994FD","","14373.98","usd","USD","bid",""
"SRC8594CD994D70A3EF","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH18675119091","REQ6F6BD63CC942DE43","2025-01-16T15:29:12Z","2025-01-16T15:49:12Z","MEV1D71886115E34C70","OFF17FC9235A809473A","AUCF1123DA94D7D39C0","1","listing_created","2025-01-16T15:27:12Z","2025-01-23T15:27:12Z","","","","12691.75","usd","USD","reserve",""
"SRC265A06A2DA6D0B86","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH54672236367","REQ9D2369CF46D04002","2025-01-16T18:38:48Z","2025-01-16T18:58:48Z","MEV209C2E11259F73A5","OFF53786A74798DC77D","AUC439C7FEBCA7A6EAE","3","bid_submitted","2025-01-16T18:36:48Z","","BIDF94E30BC6E6EBE29","DLR32C5BE412AA2","","20828.27","usd","USD","bid",""
"SRC4C94D5EBAB1A72C7","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH67818072246","REQEA1D072F030812A9","2025-01-16T21:17:12Z","2025-01-16T21:37:12Z","MEVFC9B33BF069A0F99","OFF6259965F7067BD0B","AUC1DFCDE45B33496CB","2","bid_submitted","2025-01-16T21:15:12Z","","BIDC23816F05BCB5336","DLRCA89BA6A78CE","","19137.66","usd","USD","bid",""
"SRC90BDAFC2317F0622","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH65668207955","REQC5493522426706D7","2025-01-16T23:55:36Z","2025-01-17T00:15:36Z","MEV47B0E8EC57B13E46","OFF891A7A1B58F84728","AUC26FAD47A94EDBFC0","1","listing_created","2025-01-16T23:53:36Z","2025-01-23T23:53:36Z","","","","15410.55","usd","USD","reserve",""
"SRCC3F86E4F52607444","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH00949076713","REQ11ADC8E72C0922F1","2025-01-17T01:05:12Z","2025-01-17T01:25:12Z","MEV1E1AED6B0283E2F5","OFF850CCD0074F06D0F","AUCCB2B99C9B28109C3","3","bid_submitted","2025-01-17T01:03:12Z","","BID83344ABB0DA800C8","DLR0F2B63C1B5C8","","23236.33","usd","USD","bid",""
"SRC39E0E67FD762A064","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH11435056309","REQ18AB6D4414F1BEFD","2025-01-17T02:20:24Z","2025-01-17T02:40:24Z","MEVD2D01E8B77C9D155","OFFE4E1A2D36F24C019","AUCD6E578BF2414D9BB","4","bid_submitted","2025-01-17T02:18:24Z","","BID4B8CB997618090F7","DLR4C953EA2C92B","","23769.65","usd","USD","bid",""
"SRC4D30EDA37E59CC4F","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH26061679096","REQ28D5923A6D8E3BFF","2025-01-17T03:43:36Z","2025-01-17T04:03:36Z","MEV7ED93F2BE9047673","OFFE0C3D879835677AF","AUC55696473B9880E93","2","bid_submitted","2025-01-17T03:41:36Z","","BIDE6DA00051B57B120","DLRCDD9A76AB773","","20389.05","usd","USD","bid",""
"SRCB66C87A54A273B80","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH02392738595","REQ4569AD1B99C4A37E","2025-01-17T06:22:00Z","2025-01-17T06:42:00Z","MEV8755318AB28430EF","OFF1DCA5923181896A4","AUC4A9DA35780DBC61E","1","listing_created","2025-01-17T06:20:00Z","2025-01-24T06:20:00Z","","","","18180.25","usd","USD","reserve",""
"SRC0501A5DD18C1CC4C","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH80938051535","REQE2D78AFB99541FAF","2025-01-17T07:46:48Z","2025-01-17T08:06:48Z","MEV29418769639D3E9B","OFF79F57BC981C0A193","AUCB2D959C18C9A91F9","4","bid_submitted","2025-01-17T07:44:48Z","","BID88D25B985AD4D38D","DLR91AA754C795C","","24934.16","usd","USD","bid",""
"SRC95AA63E5A8139FC1","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH45280038510","REQ5196EA366673473C","2025-01-17T09:31:36Z","2025-01-17T09:51:36Z","MEVF921EF6BCB449087","OFFA541BAB4508B65F3","AUC7D6E75DB40740842","3","bid_submitted","2025-01-17T09:29:36Z","","BIDA80DB2AD790D9F0B","DLRFB42DA82BBCC","","21777.68","usd","USD","bid",""
"SRCF26761B0C098642C","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH65719307648","REQ589A5AD677F033A6","2025-01-17T12:10:00Z","2025-01-17T12:30:00Z","MEVBBF8CBE56CCE313D","OFF03248BB300D28801","AUC8D337ED73B07DB35","2","bid_submitted","2025-01-17T12:08:00Z","","BID0580D2A6873760E8","DLRD18E1D7BB5F5","","19689.73","usd","USD","bid",""
"SRCB2C621B4F7FBABCE","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH07647262397","REQEF2BC4ACBCC41B0E","2025-01-17T15:58:00Z","2025-01-17T16:18:00Z","MEV6FAC1950CFE11B06","OFF8F0E9DAB8ABDE324","AUC88A84602F77FC471","3","bid_submitted","2025-01-17T15:56:00Z","","BID558ACF70325A6817","DLR722AB6F40FE0","","22523.95","usd","USD","bid",""
"SRC3342596168874B8A","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH02490575522","REQ4BFCB9A4F4BA0D4D","2025-01-17T17:13:12Z","2025-01-17T17:33:12Z","MEV2542721BE9419C06","OFFEFF899E2B1D230AA","AUC88A18521AF50619A","4","bid_submitted","2025-01-17T17:11:12Z","","BID69DCA5786C7901D7","DLRBE5283904B8F","","17332.63","usd","USD","bid",""
"SRC94C3393CBE40C898","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH67387899765","REQ46254D0A0441F25D","2025-01-17T18:36:24Z","2025-01-17T18:56:24Z","MEVA7F2B847CC3D2010","OFFA05328B1AFB5F740","AUC52409315FACDB267","2","bid_submitted","2025-01-17T18:34:24Z","","BID785DDA45DEE2D166","DLR158330F87BEB","","26192.55","usd","USD","bid",""
"SRCECB9194673BA0114","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH12589491952","REQEDD522327BD0CA15","2025-01-17T21:46:00Z","2025-01-17T22:06:00Z","MEV7C3A3CA47F4CE7AA","OFFF78DB78E40043E97","AUC1E477555F19FA16B","4","bid_submitted","2025-01-17T21:44:00Z","","BID4E0D912E25361C5D","DLR2F5BD8B03472","","16960.12","usd","USD","bid",""
"SRC86F71E41BEA7BCBF","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH37880579815","REQ1BBE1D3751C5D35F","2025-01-17T22:39:36Z","2025-01-17T22:59:36Z","MEV43002BEDE12936A9","OFF15D5437B058117EA","AUC89EE8E1CDAF67DE2","4","bid_submitted","2025-01-17T22:37:36Z","","BID0AA6D8D902481BD0","DLR04393CD04D26","","15909.53","usd","USD","bid",""
"SRC1078DD0D2582429F","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH08957259698","REQ4400AE2C6817320D","2025-01-18T00:24:24Z","2025-01-18T00:44:24Z","MEVB3ACD00655FCABDF","OFF719AD6DE0875EC71","AUC461D3459176FB69B","3","bid_submitted","2025-01-18T00:22:24Z","","BID056CB3280BE99150","DLRD0779F9ACB7C","","13764.17","usd","USD","bid",""
"SRCE3C0FB5E0223FC4E","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH22344887415","REQ06CA9CFF13BE3D52","2025-01-18T03:02:48Z","2025-01-18T03:22:48Z","MEVA704625B403B2DC4","OFFFE9818A76F9F1F95","AUCC2F30180B28E71ED","2","bid_submitted","2025-01-18T03:00:48Z","","BID620862DBAACDB3F5","DLR6BD3137AE09F","","20725.50","usd","USD","bid",""
"SRC28ED8FD9B01C697F","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH39957616274","REQ035C8F165068E256","2025-01-18T04:12:24Z","2025-01-18T04:32:24Z","MEV66286624E14C1816","OFF79F78755391C9976","AUC8E20B987A13DDA34","4","bid_submitted","2025-01-18T04:10:24Z","","BIDF7BA73728BF602A3","DLR450CB61C2A5F","","17834.67","usd","USD","bid",""
"SRC5030BA6AF7305831","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH25377858974","REQE603CE7E7022905B","2025-01-18T06:50:48Z","2025-01-18T07:10:48Z","MEVF7E19C0C2BA02A3B","OFF06CE90122BBB3C1C","AUC5D85BF4008D06F87","3","bid_submitted","2025-01-18T06:48:48Z","","BIDCE64A8FB28EDA19E","DLR6B0553A0450E","","14557.41","usd","USD","bid",""
"SRC1F019B82735EAA95","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH18675119091","REQ6F6BD63CC942DE43","2025-01-18T09:29:12Z","2025-01-18T09:49:12Z","MEV94FCDBFE8701B561","OFF17FC9235A809473A","AUCF1123DA94D7D39C0","2","bid_submitted","2025-01-18T09:27:12Z","","BID6F72C742FF052589","DLR16182AD6193C","","13951.41","usd","USD","bid",""
"SRC5FF67A76F5836B77","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH54672236367","REQ9D2369CF46D04002","2025-01-18T12:38:48Z","2025-01-18T12:58:48Z","MEVB00D2FC28974D03B","OFF53786A74798DC77D","AUC439C7FEBCA7A6EAE","4","bid_submitted","2025-01-18T12:36:48Z","","BIDBFDA091CF9E9B225","DLR40030DB97205","","20945.17","usd","USD","bid",""
"SRC594CF4453E632381","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH67818072246","REQEA1D072F030812A9","2025-01-18T15:17:12Z","2025-01-18T15:37:12Z","MEV73BCF89B7900C8C8","OFF6259965F7067BD0B","AUC1DFCDE45B33496CB","3","bid_submitted","2025-01-18T15:15:12Z","","BID75044CA6E2955F46","DLRFD07B86AD01C","","19290.74","usd","USD","bid",""
"SRC501725246FB4D38E","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH65668207955","REQC5493522426706D7","2025-01-18T17:55:36Z","2025-01-18T18:15:36Z","MEV5EA95150CF26B502","OFF891A7A1B58F84728","AUC26FAD47A94EDBFC0","2","bid_submitted","2025-01-18T17:53:36Z","","BID9A675D8A6ECE8987","DLRD1259465E994","","17173.78","usd","USD","bid",""
"SRCA2E86B97673D5CAD","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH00949076713","REQ11ADC8E72C0922F1","2025-01-18T19:05:12Z","2025-01-18T19:25:12Z","MEV600EF05C76FEB683","OFF850CCD0074F06D0F","AUCCB2B99C9B28109C3","4","bid_submitted","2025-01-18T19:03:12Z","","BID9E84E24DB386D863","DLRDB6681DACFAF","","23393.37","usd","USD","bid",""
"SRC2E3316AF7275D868","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH11435056309","REQ18AB6D4414F1BEFD","2025-01-18T20:20:24Z","2025-01-18T20:40:24Z","MEVA180415B21242AD7","OFFE4E1A2D36F24C019","AUCD6E578BF2414D9BB","5","auction_closed","2025-01-18T20:18:24Z","","BID4B8CB997618090F7","DLR4C953EA2C92B","","","","","","awarded"
"SRC6FB14FDCF63C29EC","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH26061679096","REQ28D5923A6D8E3BFF","2025-01-18T21:43:36Z","2025-01-18T22:03:36Z","MEV348EBE02DF124C63","OFFE0C3D879835677AF","AUC55696473B9880E93","3","bid_submitted","2025-01-18T21:41:36Z","","BID258868384E00F8CC","DLR4A4EDA799EC7","","20572.86","usd","USD","bid",""
"SRC4E8363540BA9BD04","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH02392738595","REQ4569AD1B99C4A37E","2025-01-19T00:22:00Z","2025-01-19T00:42:00Z","MEVD2ED2CDC9884BDBF","OFF1DCA5923181896A4","AUC4A9DA35780DBC61E","2","bid_submitted","2025-01-19T00:20:00Z","","BID144652F765181633","DLRA681CC781599","","19894.70","usd","USD","bid",""
"SRCACA5E9C72DE71B89","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH80938051535","REQE2D78AFB99541FAF","2025-01-19T01:46:48Z","2025-01-19T02:06:48Z","MEV042B5A1970E22857","OFF79F57BC981C0A193","AUCB2D959C18C9A91F9","5","auction_closed","2025-01-19T01:44:48Z","","BID88D25B985AD4D38D","DLR91AA754C795C","","","","","","awarded"
"SRCA628B99D89E4E34C","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH45280038510","REQ5196EA366673473C","2025-01-19T03:31:36Z","2025-01-19T03:51:36Z","MEV363B03F5B70E3F9B","OFFA541BAB4508B65F3","AUC7D6E75DB40740842","4","bid_submitted","2025-01-19T03:29:36Z","","BID088BBFFDEFCE52E5","DLR4945435DE5B1","","21922.81","usd","USD","bid",""
