"source_record_id","source_system","source_batch_id","schema_version","synthetic_vin","request_id","source_updated_at","ingested_at","assessment_id","assessment_version","assessment_status","assessment_method_version","vehicle_model_family","vehicle_segment","model_year","assessed_odometer_value","assessed_odometer_unit","battery_soh_value","battery_soh_unit","condition_grade","observed_at","assessment_completed_at","available_to_model_at"
"SRCE7FD466B6AFFA319","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH35064092823","REQ315CC4DE9EF5F142","2025-01-06T01:57:48Z","2025-01-06T02:27:48Z","ASMB42ABC06F20F6772","1","failed","method_baseline","","","","","","","","","","2025-01-06T01:52:48Z","2025-01-06T03:27:48Z"
"SRCFA8B6D0F966312A0","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH01282077881","REQ186459BCFACC07A1","2025-01-06T09:24:12Z","2025-01-06T10:54:12Z","ASMBA6AAB3D0BA5E534","1","failed","method_baseline","","","","","","","","","","2025-01-06T09:19:12Z","2025-01-06T09:54:12Z"
"SRC7495E044DF79E2F3","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH44782127530","REQF19246B041474E8B","2025-01-06T16:50:36Z","2025-01-06T17:20:36Z","ASMAEF7957D5CEDF1F7","1","failed","method_baseline","","","","","","","","","","2025-01-06T16:45:36Z","2025-01-06T18:20:36Z"
"SRC21CA93A413EF262A","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH89240792397","REQ9019E9A82FF1746B","2025-01-07T00:17:00Z","2025-01-07T01:47:00Z","ASM5234CCA7E1698840","1","failed","method_baseline","","","","","","","","","","2025-01-07T00:12:00Z","2025-01-07T00:47:00Z"
"SRCE07566717284B113","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH11435056309","REQ18AB6D4414F1BEFD","2025-01-07T07:43:24Z","2025-01-07T08:13:24Z","ASMCEC8A376F3693C62","1","usable","method_baseline","hyundai_ioniq_5","crossover","2017","17603","mi","77.4","percent","clean","2025-01-07T05:38:24Z","2025-01-07T07:38:24Z","2025-01-07T09:13:24Z"
"SRCB3B3BBB9F1E5C47C","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH80938051535","REQE2D78AFB99541FAF","2025-01-07T15:09:48Z","2025-01-07T16:39:48Z","ASMA0E2DD8022CBFBF1","1","usable","method_baseline","ford_mustang_mach_e","crossover","2018","17740","km","74.7","percent","average","2025-01-07T13:04:48Z","2025-01-07T15:04:48Z","2025-01-07T15:39:48Z"
"SRCAF040A39069368D4","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH11435056309","REQ18AB6D4414F1BEFD","2025-01-07T18:03:24Z","2025-01-07T18:33:24Z","ASMCEC8A376F3693C62","2","usable","method_baseline","hyundai_ioniq_5","crossover","2017","17603","mi","78.2","percent","clean","2025-01-07T15:58:24Z","2025-01-07T17:58:24Z","2025-01-07T19:33:24Z"
"SRC1785F59765BBEDA3","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH02490575522","REQ4BFCB9A4F4BA0D4D","2025-01-07T22:36:12Z","2025-01-07T23:06:12Z","ASME6D505F2C9B7491C","1","usable","method_baseline","ford_f150_lightning","pickup","2012","17877","mi","66.4","percent","rough","2025-01-07T20:31:12Z","2025-01-07T22:31:12Z","2025-01-08T00:06:12Z"
"SRC4DE138B69570B10B","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH80938051535","REQE2D78AFB99541FAF","2025-01-08T00:29:48Z","2025-01-08T01:59:48Z","ASMA0E2DD8022CBFBF1","2","usable","method_baseline","ford_mustang_mach_e","crossover","2018","17740","km","75.3","percent","average","2025-01-07T22:24:48Z","2025-01-08T00:24:48Z","2025-01-08T00:59:48Z"
"SRC7915CCD6E87C4484","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH37880579815","REQ1BBE1D3751C5D35F","2025-01-08T06:02:36Z","2025-01-08T07:32:36Z","ASM0A70BB00F5ABBABB","1","usable","method_baseline","chevrolet_bolt_ev","hatchback","2013","18014","km","66.5","percent","clean","2025-01-08T03:57:36Z","2025-01-08T05:57:36Z","2025-01-08T06:32:36Z"
"SRC2B6B11C831D1888F","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH02490575522","REQ4BFCB9A4F4BA0D4D","2025-01-08T08:56:12Z","2025-01-08T09:26:12Z","ASME6D505F2C9B7491C","2","usable","method_baseline","ford_f150_lightning","pickup","2012","17877","mi","67.2","percent","rough","2025-01-08T06:51:12Z","2025-01-08T08:51:12Z","2025-01-08T10:26:12Z"
"SRC5811D4CFB6AE3AD4","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH12589491952","REQEDD522327BD0CA15","2025-01-08T13:29:00Z","2025-01-08T13:59:00Z","ASMDC7B9DF7F77C28EC","1","usable","method_baseline","nissan_leaf","hatchback","2014","18151","mi","75.8","percent","average","2025-01-08T11:24:00Z","2025-01-08T13:24:00Z","2025-01-08T14:59:00Z"
"SRC8A86565AA4AFB790","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH37880579815","REQ1BBE1D3751C5D35F","2025-01-08T15:22:36Z","2025-01-08T16:52:36Z","ASM0A70BB00F5ABBABB","2","usable","method_baseline","chevrolet_bolt_ev","hatchback","2013","18014","km","66.7","percent","clean","2025-01-08T13:17:36Z","2025-01-08T15:17:36Z","2025-01-08T15:52:36Z"
"SRCBD017B50F9BFED33","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH39957616274","REQ035C8F165068E256","2025-01-08T20:55:24Z","2025-01-08T22:25:24Z","ASMA24CBF1EEB1CE971","1","usable","method_baseline","tesla_model_3","sedan","2015","18288","km","72.7","percent","rough","2025-01-08T18:50:24Z","2025-01-08T20:50:24Z","2025-01-08T21:25:24Z"
"SRCF587FE1CC05F3159","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH54672236367","REQ9D2369CF46D04002","2025-01-09T04:21:48Z","2025-01-09T04:51:48Z","ASM7FAF8CC72F583899","1","usable","method_baseline","tesla_model_y","crossover","2016","18425","mi","70.7","percent","clean","2025-01-09T02:16:48Z","2025-01-09T04:16:48Z","2025-01-09T05:51:48Z"
"SRC44EFFFDCB6DDC038","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH00949076713","REQ11ADC8E72C0922F1","2025-01-09T11:48:12Z","2025-01-09T13:18:12Z","ASMD45BCFB27F09BBBA","1","usable","method_baseline","hyundai_ioniq_5","crossover","2017","18562","km","75.2","percent","average","2025-01-09T09:43:12Z","2025-01-09T11:43:12Z","2025-01-09T12:18:12Z"
"SRCB9FE58B07B125F97","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH45280038510","REQ5196EA366673473C","2025-01-09T19:14:36Z","2025-01-09T19:44:36Z","ASMFED3CBDC99D7E336","1","usable","method_baseline","ford_mustang_mach_e","crossover","2018","18699","mi","72.6","percent","rough","2025-01-09T17:09:36Z","2025-01-09T19:09:36Z","2025-01-09T20:44:36Z"
"SRC36DE59F36D38D0B6","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH07647262397","REQEF2BC4ACBCC41B0E","2025-01-10T02:41:00Z","2025-01-10T04:11:00Z","ASM3A04068167E4D22C","1","usable","method_baseline","ford_f150_lightning","pickup","2012","18836","km","74.8","percent","clean","2025-01-10T00:36:00Z","2025-01-10T02:36:00Z","2025-01-10T03:11:00Z"
"SRC5FFA7296841AA3AC","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH08957259698","REQ4400AE2C6817320D","2025-01-10T10:07:24Z","2025-01-10T10:37:24Z","ASMA7C075BFB3545EC3","1","usable","method_baseline","chevrolet_bolt_ev","hatchback","2013","18973","mi","68.2","percent","average","2025-01-10T08:02:24Z","2025-01-10T10:02:24Z","2025-01-10T11:37:24Z"
"SRCFBC83AC307031D3B","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH25377858974","REQE603CE7E7022905B","2025-01-10T17:33:48Z","2025-01-10T19:03:48Z","ASMCD268767EA67961A","1","usable","method_baseline","nissan_leaf","hatchback","2014","19110","km","65.2","percent","rough","2025-01-10T15:28:48Z","2025-01-10T17:28:48Z","2025-01-10T18:03:48Z"
"SRCA215A6F45754C31D","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH67818072246","REQEA1D072F030812A9","2025-01-11T01:00:12Z","2025-01-11T01:30:12Z","ASM5C03BECABE4E4DC8","1","usable","method_baseline","tesla_model_3","sedan","2015","19247","mi","68.4","percent","clean","2025-01-10T22:55:12Z","2025-01-11T00:55:12Z","2025-01-11T02:30:12Z"
"SRC759BC8561529173E","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH26061679096","REQ28D5923A6D8E3BFF","2025-01-11T08:26:36Z","2025-01-11T09:56:36Z","ASMF53D071FA09811BD","1","usable","method_baseline","tesla_model_y","crossover","2016","19384","km","71.8","percent","average","2025-01-11T06:21:36Z","2025-01-11T08:21:36Z","2025-01-11T08:56:36Z"
"SRC3A21669B09C95061","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH65719307648","REQ589A5AD677F033A6","2025-01-11T15:53:00Z","2025-01-11T16:23:00Z","ASMF30603783D0D5666","1","usable","method_baseline","hyundai_ioniq_5","crossover","2017","19521","mi","67.7","percent","rough","2025-01-11T13:48:00Z","2025-01-11T15:48:00Z","2025-01-11T17:23:00Z"
"SRCB18553EA1460934C","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH12589491952","REQEDD522327BD0CA15","2025-01-11T23:49:00Z","2025-01-12T00:19:00Z","ASMDC7B9DF7F77C28EC","2","usable","method_baseline","nissan_leaf","hatchback","2014","18151","mi","76.2","percent","average","2025-01-11T21:44:00Z","2025-01-11T23:44:00Z","2025-01-12T01:19:00Z"
"SRCC3C9E3961330A23C","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH67387899765","REQ46254D0A0441F25D","2025-01-11T23:19:24Z","2025-01-12T00:49:24Z","ASM383E12161B8C3B69","1","usable","method_baseline","ford_mustang_mach_e","crossover","2018","19658","km","76.6","percent","clean","2025-01-11T21:14:24Z","2025-01-11T23:14:24Z","2025-01-11T23:49:24Z"
"SRC13B769BF59F9A73F","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH22344887415","REQ06CA9CFF13BE3D52","2025-01-12T06:45:48Z","2025-01-12T07:15:48Z","ASMD34920762DD2E9F4","1","usable","method_baseline","ford_f150_lightning","pickup","2012","19795","mi","76.2","percent","average","2025-01-12T04:40:48Z","2025-01-12T06:40:48Z","2025-01-12T08:15:48Z"
"SRC3FE9052110747FC2","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH39957616274","REQ035C8F165068E256","2025-01-12T06:15:24Z","2025-01-12T07:45:24Z","ASMA24CBF1EEB1CE971","2","usable","method_baseline","tesla_model_3","sedan","2015","18288","km","72.5","percent","rough","2025-01-12T04:10:24Z","2025-01-12T06:10:24Z","2025-01-12T06:45:24Z"
"SRC58D6177499BE62A5","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH54672236367","REQ9D2369CF46D04002","2025-01-12T14:41:48Z","2025-01-12T15:11:48Z","ASM7FAF8CC72F583899","2","usable","method_baseline","tesla_model_y","crossover","2016","18425","mi","71.1","percent","clean","2025-01-12T12:36:48Z","2025-01-12T14:36:48Z","2025-01-12T16:11:48Z"
"SRCE7F03B4E486D5C8E","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH18675119091","REQ6F6BD63CC942DE43","2025-01-12T14:12:12Z","2025-01-12T15:42:12Z","ASMB36D2DAE43A5D0DA","1","usable","method_baseline","chevrolet_bolt_ev","hatchback","2013","19932","km","70.7","percent","rough","2025-01-12T12:07:12Z","2025-01-12T14:07:12Z","2025-01-12T14:42:12Z"
"SRC42DA0BE74236D1B8","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH65668207955","REQC5493522426706D7","2025-01-12T21:38:36Z","2025-01-12T22:08:36Z","ASM8C4A64C0FF3E76C9","1","usable","method_baseline","nissan_leaf","hatchback","2014","20069","mi","72.1","percent","clean","2025-01-12T19:33:36Z","2025-01-12T21:33:36Z","2025-01-12T23:08:36Z"
"SRC3D6A3FEFD7E9C0F4","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH00949076713","REQ11ADC8E72C0922F1","2025-01-12T21:08:12Z","2025-01-12T22:38:12Z","ASMD45BCFB27F09BBBA","2","usable","method_baseline","hyundai_ioniq_5","crossover","2017","18562","km","75.9","percent","average","2025-01-12T19:03:12Z","2025-01-12T21:03:12Z","2025-01-12T21:38:12Z"
"SRC3A17B564D8DF5ED7","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH45280038510","REQ5196EA366673473C","2025-01-13T05:34:36Z","2025-01-13T06:04:36Z","ASMFED3CBDC99D7E336","2","usable","method_baseline","ford_mustang_mach_e","crossover","2018","18699","mi","72.0","percent","rough","2025-01-13T03:29:36Z","2025-01-13T05:29:36Z","2025-01-13T07:04:36Z"
"SRC0ED6F055DBA39D7C","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH02392738595","REQ4569AD1B99C4A37E","2025-01-13T05:05:00Z","2025-01-13T06:35:00Z","ASME840137EB4AA9E2B","1","usable","method_baseline","tesla_model_3","sedan","2015","20206","km","79.8","percent","average","2025-01-13T03:00:00Z","2025-01-13T05:00:00Z","2025-01-13T05:35:00Z"
"SRC0E616BC950932098","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH77105474173","REQ93346C3CAFE36F17","2025-01-13T12:31:24Z","2025-01-13T13:01:24Z","ASM45DB70707829F097","1","usable","method_baseline","tesla_model_y","crossover","2016","20343","mi","65.9","percent","rough","2025-01-13T10:26:24Z","2025-01-13T12:26:24Z","2025-01-13T14:01:24Z"
"SRC0B4D680EDCF30E23","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH07647262397","REQEF2BC4ACBCC41B0E","2025-01-13T12:01:00Z","2025-01-13T13:31:00Z","ASM3A04068167E4D22C","2","usable","method_baseline","ford_f150_lightning","pickup","2012","18836","km","75.4","percent","clean","2025-01-13T09:56:00Z","2025-01-13T11:56:00Z","2025-01-13T12:31:00Z"
"SRCBF6812CFF02CB588","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH08957259698","REQ4400AE2C6817320D","2025-01-13T20:27:24Z","2025-01-13T20:57:24Z","ASMA7C075BFB3545EC3","2","usable","method_baseline","chevrolet_bolt_ev","hatchback","2013","18973","mi","68.1","percent","average","2025-01-13T18:22:24Z","2025-01-13T20:22:24Z","2025-01-13T21:57:24Z"
"SRCAC926C94C5740789","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH24682896119","REQAF031CE47181BB2B","2025-01-13T19:57:48Z","2025-01-13T21:27:48Z","ASM6E79C30461D916FF","1","usable","method_baseline","hyundai_ioniq_5","crossover","2017","20480","km","69.9","percent","clean","2025-01-13T17:52:48Z","2025-01-13T19:52:48Z","2025-01-13T20:27:48Z"
"SRCB2A537D219F7EC5C","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH47854879617","REQBD19B464CCC6F367","2025-01-14T03:24:12Z","2025-01-14T03:54:12Z","ASMD66BA6D74BD74838","1","usable","method_baseline","ford_mustang_mach_e","crossover","2018","20617","mi","79.8","percent","average","2025-01-14T01:19:12Z","2025-01-14T03:19:12Z","2025-01-14T04:54:12Z"
"SRC986B368680C6787B","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH25377858974","REQE603CE7E7022905B","2025-01-14T02:53:48Z","2025-01-14T04:23:48Z","ASMCD268767EA67961A","2","usable","method_baseline","nissan_leaf","hatchback","2014","19110","km","66.0","percent","rough","2025-01-14T00:48:48Z","2025-01-14T02:48:48Z","2025-01-14T03:23:48Z"
"SRC3C221E4424EE7BE3","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH67818072246","REQEA1D072F030812A9","2025-01-14T11:20:12Z","2025-01-14T11:50:12Z","ASM5C03BECABE4E4DC8","2","usable","method_baseline","tesla_model_3","sedan","2015","19247","mi","68.2","percent","clean","2025-01-14T09:15:12Z","2025-01-14T11:15:12Z","2025-01-14T12:50:12Z"
"SRCD991D893E22A29D5","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH54499643452","REQ5A30E2C305EDE790","2025-01-14T10:50:36Z","2025-01-14T12:20:36Z","ASM917207E4DB22EC2B","1","usable","method_baseline","ford_f150_lightning","pickup","2012","20754","km","74.3","percent","rough","2025-01-14T08:45:36Z","2025-01-14T10:45:36Z","2025-01-14T11:20:36Z"
"SRC5FD42A1FB8C927DB","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH47093572991","REQAAA6E4733EF76DC0","2025-01-14T18:17:00Z","2025-01-14T18:47:00Z","ASMEC32EFD4E3C3CDB6","1","usable","method_baseline","chevrolet_bolt_ev","hatchback","2013","20891","mi","76.5","percent","clean","2025-01-14T16:12:00Z","2025-01-14T18:12:00Z","2025-01-14T19:47:00Z"
"SRCD4D085A995EE013E","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH26061679096","REQ28D5923A6D8E3BFF","2025-01-14T17:46:36Z","2025-01-14T19:16:36Z","ASMF53D071FA09811BD","2","usable","method_baseline","tesla_model_y","crossover","2016","19384","km","71.9","percent","average","2025-01-14T15:41:36Z","2025-01-14T17:41:36Z","2025-01-14T18:16:36Z"
"SRC509E2C190F447DB8","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH77541577523","REQFE2FF22CD30787DC","2025-01-15T01:43:24Z","2025-01-15T03:13:24Z","ASM19E2E826C2BBB578","1","usable","method_baseline","nissan_leaf","hatchback","2014","21028","km","66.6","percent","average","2025-01-14T23:38:24Z","2025-01-15T01:38:24Z","2025-01-15T02:13:24Z"
"SRCF039571B4FAA6B72","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH76567357004","REQAB21F2C79F43BB92","2025-01-15T09:09:48Z","2025-01-15T09:39:48Z","ASM9A1F46191106EEA7","1","usable","method_baseline","tesla_model_3","sedan","2015","21165","mi","77.0","percent","rough","2025-01-15T07:04:48Z","2025-01-15T09:04:48Z","2025-01-15T10:39:48Z"
"SRC2C81CF715404CC41","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH82359752875","REQ6B2EB5DDEE824221","2025-01-15T16:36:12Z","2025-01-15T18:06:12Z","ASM4AFE1A01D5DBE4A4","1","usable","method_baseline","tesla_model_y","crossover","2016","21302","km","68.3","percent","clean","2025-01-15T14:31:12Z","2025-01-15T16:31:12Z","2025-01-15T17:06:12Z"
"SRC77BFFBC15D01CF22","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH67829208871","REQC0C7A937CC1A2FC1","2025-01-16T00:02:36Z","2025-01-16T00:32:36Z","ASM4DC4AC726A58270A","1","usable","method_baseline","hyundai_ioniq_5","crossover","2017","21439","mi","70.3","percent","average","2025-01-15T21:57:36Z","2025-01-15T23:57:36Z","2025-01-16T01:32:36Z"
"SRC05B2807AFA7F4A3C","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH11069356399","REQD287DD99913C0561","2025-01-16T07:29:00Z","2025-01-16T08:59:00Z","ASM54B1B5F88F41C909","1","usable","method_baseline","ford_mustang_mach_e","crossover","2018","21576","km","78.1","percent","rough","2025-01-16T05:24:00Z","2025-01-16T07:24:00Z","2025-01-16T07:59:00Z"
"SRC94C0F20BD5DD16BB","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH34481160092","REQAD48B8DA2F25E569","2025-01-16T14:55:24Z","2025-01-16T15:25:24Z","ASM58FA68180711FBC5","1","usable","method_baseline","ford_f150_lightning","pickup","2012","21713","mi","67.2","percent","clean","2025-01-16T12:50:24Z","2025-01-16T14:50:24Z","2025-01-16T16:25:24Z"
"SRC3D2D04821D1143FF","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH51734727007","REQ193118CF30693CDC","2025-01-16T22:21:48Z","2025-01-16T23:51:48Z","ASMBCF0C2F883F921C4","1","usable","method_baseline","chevrolet_bolt_ev","hatchback","2013","21850","km","72.1","percent","average","2025-01-16T20:16:48Z","2025-01-16T22:16:48Z","2025-01-16T22:51:48Z"
"SRCA9CA3CB8E5312AAA","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH17091329425","REQ4D94E6BB8BC8AA55","2025-01-17T05:48:12Z","2025-01-17T06:18:12Z","ASM3FDAAF1CE757C8E6","1","usable","method_baseline","nissan_leaf","hatchback","2014","21987","mi","72.7","percent","rough","2025-01-17T03:43:12Z","2025-01-17T05:43:12Z","2025-01-17T07:18:12Z"
"SRCCF90AA1C380391B5","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH50317047651","REQ3B1379A9C1A200C0","2025-01-17T13:14:36Z","2025-01-17T14:44:36Z","ASMF96B779C744949C8","1","usable","method_baseline","tesla_model_3","sedan","2015","22124","km","73.3","percent","clean","2025-01-17T11:09:36Z","2025-01-17T13:09:36Z","2025-01-17T13:44:36Z"
"SRCAF0AE96F6FE0E590","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH78749072704","REQC7DAFC7F7CC92B31","2025-01-17T20:41:00Z","2025-01-17T21:11:00Z","ASMB48A1315067220D2","1","usable","method_baseline","tesla_model_y","crossover","2016","22261","mi","74.7","percent","average","2025-01-17T18:36:00Z","2025-01-17T20:36:00Z","2025-01-17T22:11:00Z"
"SRC7B3418BAD810C56B","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH86333632777","REQB2168D8123F38CDD","2025-01-18T04:07:24Z","2025-01-18T05:37:24Z","ASM2260B45EE3CFCFD8","1","usable","method_baseline","hyundai_ioniq_5","crossover","2017","22398","km","77.6","percent","rough","2025-01-18T02:02:24Z","2025-01-18T04:02:24Z","2025-01-18T04:37:24Z"
"SRC348F720BEA8F9015","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH91253281098","REQDF7B8D0B7D9B2D72","2025-01-18T11:33:48Z","2025-01-18T12:03:48Z","ASM63126B31526C0589","1","usable","method_baseline","ford_mustang_mach_e","crossover","2018","22535","mi","71.8","percent","clean","2025-01-18T09:28:48Z","2025-01-18T11:28:48Z","2025-01-18T13:03:48Z"
