"source_record_id","source_system","source_batch_id","schema_version","synthetic_vin","request_id","source_updated_at","ingested_at","source_event_id","offer_id","event_type","event_sequence","offer_version","event_at","reason_code","pricing_evaluation_id","feature_cutoff_at","pricing_evaluated_at","pricing_model_version","pricing_policy_version","assessment_id_used","assessment_version_used","predicted_wholesale_value_amount","net_policy_adjustment_amount","seller_offer_amount","pricing_amount_unit","pricing_currency_code","expires_at"
"SRC2FE37FBA6F597CC7","offer_service","BATFA43E62327EB","1.0","SYNVEH65719307648","REQ589A5AD677F033A6","2025-01-11T18:10:00Z","2025-01-11T18:25:00Z","OEV6296755D227BB12B","OFF03248BB300D28801","issued","1","1","2025-01-11T18:08:00Z","","PEV660E27874BFAB7EC","2025-01-11T17:53:00Z","2025-01-11T18:03:00Z","model_baseline","policy_v1","ASMF30603783D0D5666","1","18359.95","-500.00","17859.95","usd","USD","2025-03-12T18:08:00Z"
"SRC64E8EAA3E0F8388F","offer_service","BATFA43E62327EB","1.0","SYNVEH39957616274","REQ035C8F165068E256","2025-01-11T22:12:24Z","2025-01-11T22:27:24Z","OEV809CA44E63C5BA14","OFF79F78755391C9976","accepted","2","1","2025-01-11T22:10:24Z","","","","","","","","","","","","","",""
"SRC8ED1EA3A017BEA99","offer_service","BATFA43E62327EB","1.0","SYNVEH67387899765","REQ46254D0A0441F25D","2025-01-12T00:36:24Z","2025-01-12T00:51:24Z","OEV079DD86615198622","OFFA05328B1AFB5F740","issued","1","1","2025-01-12T00:34:24Z","","PEV122DBDBB8C52FFF1","2025-01-12T00:19:24Z","2025-01-12T00:29:24Z","model_baseline","policy_v1","ASM383E12161B8C3B69","1","24995.30","-250.00","24745.30","usd","USD","2025-03-13T00:34:24Z"
"SRC4A78625E9EA6F97F","offer_service","BAT77BA57845736","1.0","SYNVEH39957616274","REQ035C8F165068E256","2025-01-11T22:12:24Z","2025-01-12T04:27:24Z","OEV809CA44E63C5BA14","OFF79F78755391C9976","accepted","2","1","2025-01-11T22:10:24Z","","","","","","","","","","","","","",""
"SRC5C08F5115B21610B","offer_service","BATFA43E62327EB","1.0","SYNVEH54672236367","REQ9D2369CF46D04002","2025-01-12T06:38:48Z","2025-01-12T06:53:48Z","OEVD4D489EAD80CF8E4","OFF53786A74798DC77D","accepted","2","1","2025-01-12T06:36:48Z","","","","","","","","","","","","","",""
"SRC21BA63725B0EE6D5","offer_service","BATFA43E62327EB","1.0","SYNVEH22344887415","REQ06CA9CFF13BE3D52","2025-01-12T09:02:48Z","2025-01-12T09:17:48Z","OEV8E5AC0EA401049E6","OFFFE9818A76F9F1F95","issued","1","1","2025-01-12T09:00:48Z","","PEVE4FBC8AC33177430","2025-01-12T08:45:48Z","2025-01-12T08:55:48Z","model_baseline","policy_v1","ASMD34920762DD2E9F4","1","19378.25","0.00","19378.25","usd","USD","2025-03-13T09:00:48Z"
"SRCB8A89D200CC8C664","offer_service","BATFA43E62327EB","1.0","SYNVEH00949076713","REQ11ADC8E72C0922F1","2025-01-12T13:05:12Z","2025-01-12T13:20:12Z","OEVE6F1054BDF46F7D5","OFF850CCD0074F06D0F","accepted","2","1","2025-01-12T13:03:12Z","","","","","","","","","","","","","",""
"SRCE1C477342C8F2DEB","offer_service","BATFA43E62327EB","1.0","SYNVEH18675119091","REQ6F6BD63CC942DE43","2025-01-12T15:29:12Z","2025-01-12T15:44:12Z","OEV4843896382C4FE4C","OFF17FC9235A809473A","issued","1","1","2025-01-12T15:27:12Z","","PEV0C0A35986C37896A","2025-01-12T15:12:12Z","2025-01-12T15:22:12Z","model_baseline","policy_v1","ASMB36D2DAE43A5D0DA","1","12441.75","250.00","12691.75","usd","USD","2025-03-13T15:27:12Z"
"SRC42305D1A8437BA58","offer_service","BATFA43E62327EB","1.0","SYNVEH45280038510","REQ5196EA366673473C","2025-01-12T21:31:36Z","2025-01-12T21:46:36Z","OEV049F2862A103F384","OFFA541BAB4508B65F3","accepted","2","1","2025-01-12T21:29:36Z","","","","","","","","","","","","","",""
"SRC98869B90AD5884DD","offer_service","BATFA43E62327EB","1.0","SYNVEH65668207955","REQC5493522426706D7","2025-01-12T23:55:36Z","2025-01-13T00:10:36Z","OEV95EE03C2FD4D7F3C","OFF891A7A1B58F84728","issued","1","1","2025-01-12T23:53:36Z","","PEV1984664576319294","2025-01-12T23:38:36Z","2025-01-12T23:48:36Z","model_baseline","policy_v1","ASM8C4A64C0FF3E76C9","1","15910.55","-500.00","15410.55","usd","USD","2025-03-13T23:53:36Z"
"SRC9EA41752AB03DC64","offer_service","BATFA43E62327EB","1.0","SYNVEH07647262397","REQEF2BC4ACBCC41B0E","2025-01-13T03:58:00Z","2025-01-13T04:13:00Z","OEVDF9C64A67889DB6C","OFF8F0E9DAB8ABDE324","accepted","2","1","2025-01-13T03:56:00Z","","","","","","","","","","","","","",""
"SRCC99332B4CDD82698","offer_service","BATFA43E62327EB","1.0","SYNVEH02392738595","REQ4569AD1B99C4A37E","2025-01-13T06:22:00Z","2025-01-13T06:37:00Z","OEV217B720C586B5632","OFF1DCA5923181896A4","issued","1","1","2025-01-13T06:20:00Z","","PEV0F259EAF9BBF300B","2025-01-13T06:05:00Z","2025-01-13T06:15:00Z","model_baseline","policy_v1","ASME840137EB4AA9E2B","1","18430.25","-250.00","18180.25","usd","USD","2025-03-14T06:20:00Z"
"SRCF809E71884A68FFA","offer_service","BATFA43E62327EB","1.0","SYNVEH08957259698","REQ4400AE2C6817320D","2025-01-13T12:24:24Z","2025-01-13T12:39:24Z","OEV26C0E5086D1ED1A9","OFF719AD6DE0875EC71","accepted","2","1","2025-01-13T12:22:24Z","","","","","","","","","","","","","",""
"SRCFE29C3E95C1E919F","offer_service","BATFA43E62327EB","1.0","SYNVEH77105474173","REQ93346C3CAFE36F17","2025-01-13T14:48:24Z","2025-01-13T15:03:24Z","OEVF5CA2160BF8711F2","OFFAE5F5A01BA4E5D5C","issued","1","1","2025-01-13T14:46:24Z","","PEVBC03D1DA374BABED","2025-01-13T14:31:24Z","2025-01-13T14:41:24Z","model_baseline","policy_v1","ASM45DB70707829F097","1","16515.85","0.00","16515.85","usd","USD","2025-03-14T14:46:24Z"
"SRC205B4849F0F4F47A","offer_service","BATFA43E62327EB","1.0","SYNVEH25377858974","REQE603CE7E7022905B","2025-01-13T18:50:48Z","2025-01-13T19:05:48Z","OEV9AF3025BF0006CA4","OFF06CE90122BBB3C1C","accepted","2","1","2025-01-13T18:48:48Z","","","","","","","","","","","","","",""
"SRC673CF1E47B586DC2","offer_service","BATFA43E62327EB","1.0","SYNVEH24682896119","REQAF031CE47181BB2B","2025-01-13T21:14:48Z","2025-01-13T21:29:48Z","OEVA68E5CA5E01CE515","OFF5A1669665385366A","issued","1","1","2025-01-13T21:12:48Z","","PEV2922E16A47354F92","2025-01-13T20:57:48Z","2025-01-13T21:07:48Z","model_baseline","policy_v1","ASM6E79C30461D916FF","1","22740.75","250.00","22990.75","usd","USD","2025-03-14T21:12:48Z"
"SRC1BB7145BFE252856","offer_service","BATFA43E62327EB","1.0","SYNVEH67818072246","REQEA1D072F030812A9","2025-01-14T03:17:12Z","2025-01-14T03:32:12Z","OEV829D4C2929D60245","OFF6259965F7067BD0B","accepted","2","1","2025-01-14T03:15:12Z","","","","","","","","","","","","","",""
"SRCD31EF11E8A513C7B","offer_service","BATFA43E62327EB","1.0","SYNVEH47854879617","REQBD19B464CCC6F367","2025-01-14T05:41:12Z","2025-01-14T05:56:12Z","OEV3580DE76ECC19037","OFFA4CA16AAE023C864","issued","1","1","2025-01-14T05:39:12Z","","PEVDE4D0AC31061780D","2025-01-14T05:24:12Z","2025-01-14T05:34:12Z","model_baseline","policy_v1","ASMD66BA6D74BD74838","1","23128.15","-500.00","22628.15","usd","USD","2025-03-15T05:39:12Z"
"SRCF848FEC352457BF2","offer_service","BATFA43E62327EB","1.0","SYNVEH26061679096","REQ28D5923A6D8E3BFF","2025-01-14T09:43:36Z","2025-01-14T09:58:36Z","OEV4DD6E17384819833","OFFE0C3D879835677AF","accepted","2","1","2025-01-14T09:41:36Z","","","","","","","","","","","","","",""
"SRCAD571D7CD10AC6FA","offer_service","BATFA43E62327EB","1.0","SYNVEH54499643452","REQ5A30E2C305EDE790","2025-01-14T12:07:36Z","2025-01-14T12:22:36Z","OEV077B8C5C79551B62","OFF30DCFA1A7E1245BD","issued","1","1","2025-01-14T12:05:36Z","","PEV6F06CB570B8E696A","2025-01-14T11:50:36Z","2025-01-14T12:00:36Z","model_baseline","policy_v1","ASM917207E4DB22EC2B","1","18218.25","-250.00","17968.25","usd","USD","2025-03-15T12:05:36Z"
"SRC004DDE8EE3AD22C0","offer_service","BATFA43E62327EB","1.0","SYNVEH65719307648","REQ589A5AD677F033A6","2025-01-14T18:10:00Z","2025-01-14T18:25:00Z","OEVB3A522DA41848607","OFF03248BB300D28801","accepted","2","1","2025-01-14T18:08:00Z","","","","","","","","","","","","","",""
"SRCACD9E3DB7A95857A","offer_service","BATFA43E62327EB","1.0","SYNVEH47093572991","REQAAA6E4733EF76DC0","2025-01-14T20:34:00Z","2025-01-14T20:49:00Z","OEVD90AB4D853C36EB1","OFF70DE0408CFDDD8B4","issued","1","1","2025-01-14T20:32:00Z","","PEVDD301631FFD24C1C","2025-01-14T20:17:00Z","2025-01-14T20:27:00Z","model_baseline","policy_v1","ASMEC32EFD4E3C3CDB6","1","14757.45","0.00","14757.45","usd","USD","2025-03-15T20:32:00Z"
"SRCDB042787436BA8DF","offer_service","BATFA43E62327EB","1.0","SYNVEH67387899765","REQ46254D0A0441F25D","2025-01-15T00:36:24Z","2025-01-15T00:51:24Z","OEV3689A1665AA8F33E","OFFA05328B1AFB5F740","accepted","2","1","2025-01-15T00:34:24Z","","","","","","","","","","","","","",""
"SRC6802FE392F2D40E7","offer_service","BATFA43E62327EB","1.0","SYNVEH77541577523","REQFE2FF22CD30787DC","2025-01-15T03:00:24Z","2025-01-15T03:15:24Z","OEV1C7FC690A9E9063C","OFF707D0E85040B26D9","issued","1","1","2025-01-15T02:58:24Z","","PEVA247DBDDEBD7B7A6","2025-01-15T02:43:24Z","2025-01-15T02:53:24Z","model_baseline","policy_v1","ASM19E2E826C2BBB578","1","15456.70","250.00","15706.70","usd","USD","2025-03-16T02:58:24Z"
"SRCAA32A525F4B5628D","offer_service","BATFA43E62327EB","1.0","SYNVEH22344887415","REQ06CA9CFF13BE3D52","2025-01-15T09:02:48Z","2025-01-15T09:17:48Z","OEV134B56A13F914179","OFFFE9818A76F9F1F95","accepted","2","1","2025-01-15T09:00:48Z","","","","","","","","","","","","","",""
"SRCD17D5F9D0C70E6C7","offer_service","BATFA43E62327EB","1.0","SYNVEH76567357004","REQAB21F2C79F43BB92","2025-01-15T11:26:48Z","2025-01-15T11:41:48Z","OEVB49883287755DCBA","OFF6AC6EA265FF52484","issued","1","1","2025-01-15T11:24:48Z","","PEVD285C9C768DD708B","2025-01-15T11:09:48Z","2025-01-15T11:19:48Z","model_baseline","policy_v1","ASM9A1F46191106EEA7","1","15499.75","-500.00","14999.75","usd","USD","2025-03-16T11:24:48Z"
"SRC8AAD93942E865DB9","offer_service","BATFA43E62327EB","1.0","SYNVEH18675119091","REQ6F6BD63CC942DE43","2025-01-15T15:29:12Z","2025-01-15T15:44:12Z","OEVF243A5273C243619","OFF17FC9235A809473A","accepted","2","1","2025-01-15T15:27:12Z","","","","","","","","","","","","","",""
"SRC13F19A90DE5381FD","offer_service","BATFA43E62327EB","1.0","SYNVEH82359752875","REQ6B2EB5DDEE824221","2025-01-15T17:53:12Z","2025-01-15T18:08:12Z","OEV13AF10548BD7C447","OFFABEFA76FA9C60143","issued","1","1","2025-01-15T17:51:12Z","","PEV4C51FCFFA42D095F","2025-01-15T17:36:12Z","2025-01-15T17:46:12Z","model_baseline","policy_v1","ASM4AFE1A01D5DBE4A4","1","20231.20","-250.00","19981.20","usd","USD","2025-03-16T17:51:12Z"
"SRCA657AC10F24DF601","offer_service","BATFA43E62327EB","1.0","SYNVEH65668207955","REQC5493522426706D7","2025-01-15T23:55:36Z","2025-01-16T00:10:36Z","OEV80CEEFDCC714ED98","OFF891A7A1B58F84728","accepted","2","1","2025-01-15T23:53:36Z","","","","","","","","","","","","","",""
"SRC25E19232667F9037","offer_service","BATFA43E62327EB","1.0","SYNVEH67829208871","REQC0C7A937CC1A2FC1","2025-01-16T02:19:36Z","2025-01-16T02:34:36Z","OEVDB5DDA25C9968672","OFFC34ABB718381A104","issued","1","1","2025-01-16T02:17:36Z","","PEVFBF53944345C0F45","2025-01-16T02:02:36Z","2025-01-16T02:12:36Z","model_baseline","policy_v1","ASM4DC4AC726A58270A","1","20444.05","0.00","20444.05","usd","USD","2025-03-17T02:17:36Z"
"SRCB1BD74A365FEF158","offer_service","BATFA43E62327EB","1.0","SYNVEH02392738595","REQ4569AD1B99C4A37E","2025-01-16T06:22:00Z","2025-01-16T06:37:00Z","OEV1EA58935D761B459","OFF1DCA5923181896A4","accepted","2","1","2025-01-16T06:20:00Z","","","","","","","","","","","","","",""
"SRCE367E70F009E56C7","offer_service","BATFA43E62327EB","1.0","SYNVEH11069356399","REQD287DD99913C0561","2025-01-16T08:46:00Z","2025-01-16T09:01:00Z","OEV359821AA75F4FAAC","OFFB4EA331A2DF3633B","issued","1","1","2025-01-16T08:44:00Z","","PEVB21E2F1658339A4E","2025-01-16T08:29:00Z","2025-01-16T08:39:00Z","model_baseline","policy_v1","ASM54B1B5F88F41C909","1","22705.70","250.00","22955.70","usd","USD","2025-03-17T08:44:00Z"
"SRC35098B54CF4BC783","offer_service","BATFA43E62327EB","1.0","SYNVEH77105474173","REQ93346C3CAFE36F17","2025-01-16T14:48:24Z","2025-01-16T15:03:24Z","OEV91659B77E34BF300","OFFAE5F5A01BA4E5D5C","accepted","2","1","2025-01-16T14:46:24Z","","","","","","","","","","","","","",""
"SRC6BF9004760310312","offer_service","BATFA43E62327EB","1.0","SYNVEH34481160092","REQAD48B8DA2F25E569","2025-01-16T17:12:24Z","2025-01-16T17:27:24Z","OEVD8633E5F8B227EA8","OFF4C92C11EE341A33B","issued","1","1","2025-01-16T17:10:24Z","","PEV60D12C2CD206CB59","2025-01-16T16:55:24Z","2025-01-16T17:05:24Z","model_baseline","policy_v1","ASM58FA68180711FBC5","1","19188.35","-500.00","18688.35","usd","USD","2025-03-17T17:10:24Z"
"SRC54B9FBACAD4A8EFF","offer_service","BATFA43E62327EB","1.0","SYNVEH24682896119","REQAF031CE47181BB2B","2025-01-16T21:14:48Z","2025-01-16T21:29:48Z","OEVC71FDF262BB2803A","OFF5A1669665385366A","accepted","2","1","2025-01-16T21:12:48Z","","","","","","","","","","","","","",""
"SRC521EB266B39CDD8B","offer_service","BATFA43E62327EB","1.0","SYNVEH51734727007","REQ193118CF30693CDC","2025-01-16T23:38:48Z","2025-01-16T23:53:48Z","OEVBC1694FEBE58D46E","OFF1678BB2D195B3410","issued","1","1","2025-01-16T23:36:48Z","","PEV2A7C61A3E90453A3","2025-01-16T23:21:48Z","2025-01-16T23:31:48Z","model_baseline","policy_v1","ASMBCF0C2F883F921C4","1","13739.20","-250.00","13489.20","usd","USD","2025-03-17T23:36:48Z"
"SRCD2203E3533F341F4","offer_service","BATFA43E62327EB","1.0","SYNVEH47854879617","REQBD19B464CCC6F367","2025-01-17T05:41:12Z","2025-01-17T05:56:12Z","OEV85FC0D429B8A40E2","OFFA4CA16AAE023C864","accepted","2","1","2025-01-17T05:39:12Z","","","","","","","","","","","","","",""
"SRC2FBBCBC08277A58B","offer_service","BATFA43E62327EB","1.0","SYNVEH17091329425","REQ4D94E6BB8BC8AA55","2025-01-17T08:05:12Z","2025-01-17T08:20:12Z","OEV2F6EF8FB1299BEAF","OFFF8D787A99F60575D","issued","1","1","2025-01-17T08:03:12Z","","PEVF5B9FC817A97A325","2025-01-17T07:48:12Z","2025-01-17T07:58:12Z","model_baseline","policy_v1","ASM3FDAAF1CE757C8E6","1","13386.65","0.00","13386.65","usd","USD","2025-03-18T08:03:12Z"
"SRCA96A714DEB9267C0","offer_service","BATFA43E62327EB","1.0","SYNVEH54499643452","REQ5A30E2C305EDE790","2025-01-17T12:07:36Z","2025-01-17T12:22:36Z","OEV1041DEF351E01C77","OFF30DCFA1A7E1245BD","accepted","2","1","2025-01-17T12:05:36Z","","","","","","","","","","","","","",""
